time,raw_emg,filtered_emg
0.0,-0.3038422876841708,-0.0038171147769014632
0.001,0.7613808994637769,0.9332140441392466
0.002,1.1560060518741109,1.2687914371613491
0.003,1.4076930692801424,1.3590801344824242
0.004,1.4599108625670492,1.4371909987566502
0.005,1.2958160973646646,1.1236919404132615
0.006,0.9840925153451354,0.9195498005709934
0.007,1.4129461215768722,1.245215292205393
0.008,0.596688600698665,0.5912479306140707
0.009,0.6366042070579921,0.5839899074635542
0.01,0.2495043813778936,0.3737519674695745
0.011,0.0628142700082983,0.177309995604871
0.012,0.8627502614779752,1.1300713103019997
0.013,0.4245105878680822,0.6813524733544074
0.014,0.0597186379005978,0.4204433848669938
0.015,-0.3725715029039232,-0.06294875629825389
0.016,-0.7583971084667488,-0.3993066706371179
0.017,-0.6577795806391751,-0.4138294463382334
0.018,-1.8772654050798103,-1.6234153194568974
0.019,-1.7357199810157278,-1.6588340735076403
0.02,-1.5428235163302866,-1.4639778361362836
0.021,-1.3354904353273025,-1.4713336310436744
0.022,-0.8581424488456688,-0.9594306987593267
0.023,-0.0529098170731975,-0.37309398224049906
0.024,0.3178261395368714,0.10102071736625898
0.025,0.2877255000021344,-0.12314924220315487
0.026,0.4108993152027216,0.18894533560831267
0.027,0.6259774665473983,0.2501518629556194
0.028,0.1695701384198553,0.05499250863213599
0.029,0.4083556135416863,0.1799830953950577
0.03,-0.1963601788309116,-0.1338348485622064
0.031,-0.0298013186866649,-0.05267662166374766
0.032,-0.2879958140105729,-0.049802616875695704
0.033,0.201087705792609,0.3666012319350124
0.034,0.6913362401223354,1.031982671549396
0.035,0.7464507832971711,1.0162726598978629
0.036,0.8212193263172283,1.146401064006699
0.037,1.0277842070015344,1.2847760370652364
0.038,1.1077591050879767,1.2989175945861453
0.039,0.7148397362063208,0.8551004479967587
0.04,-0.0654280978417853,-0.0823535800121081
0.041,-0.2221435066654435,-0.24887505444237273
0.042,0.2910272971776626,0.06566755230494514
0.043,-0.1635851611386784,-0.3349703083825629
0.044,-0.1771555731269468,-0.5348741054714462
0.045,-0.078179212240215,-0.3091164605034556
0.046,0.2110264611456455,-0.1526403405985039
0.047,0.2609306114347988,0.08275356649952981
0.048,-0.1646732827641876,-0.402755177928857
0.049,-0.7964745263113895,-0.8296730913279259
0.05,-1.0541002498182055,-1.0781091566991383
0.051,-1.631105385186644,-1.4875849384649942
0.052,-1.307336372079975,-1.1047433997247798
0.053,-1.3828249933534795,-1.1073474244681498
0.054,-1.7551706182506337,-1.3941621506791153
0.055,-1.136680871956763,-0.8355608900040903
0.056,-0.5928689928457771,-0.19726593263633252
0.057,0.0191689037286389,0.2182527370798685
0.058,0.2588135864082842,0.5555561325976905
0.059,0.8515380437958676,0.8497929361046289
0.06,1.115437921100912,1.2191862404694063
0.061,1.2032455803742694,0.9712651105679054
0.062,0.8645230691547474,0.7540525755701106
0.063,1.1355336524647388,0.7280208580580118
0.064,0.823504859067508,0.5566365791793655
0.065,1.358295950204627,0.8963742280158502
0.066,1.2766994578733089,0.9677314064401097
0.067,1.480553710941832,1.1076795594161102
0.068,1.0725801842594909,0.849374827324562
0.069,1.0045486865722044,0.832239866599453
0.07,0.8039262599719802,0.7598831123512002
0.071,0.0552864929668935,0.12002504616096984
0.072,-0.1761714716465867,-0.01750697222580276
0.073,-1.057048844089407,-0.8083420435077332
0.074,-1.2320488109239915,-0.9264059795343984
0.075,-1.6909514108729484,-1.381110609154469
0.076,-2.016961390463704,-1.6781550149669306
0.077,-1.2082587591948144,-0.9836725740279324
0.078,-1.2245802756338748,-0.9797260013846876
0.079,-0.4759128547369784,-0.4519333430886617
0.08,-0.3752715431292261,-0.3136156878684582
0.081,-0.2735210525210488,-0.4922038341362203
0.082,-0.4808407257468716,-0.6176257118745839
0.083,-0.1977264115682118,-0.6129731242605518
0.084,-0.0273552845278557,-0.29773173748351633
0.085,0.1939455805300191,-0.30036740029676906
0.086,0.2410611878775266,-0.04421250435305386
0.087,0.4285820702487367,0.001919511722515893
0.088,0.4381246102447465,0.2621514044218525
0.089,1.012681157905733,0.7766861499490809
0.09,0.9285868610839164,0.940878123365226
0.091,1.23651691013376,1.2461184704114407
0.092,1.0912791608600667,1.2927785694743983
0.093,0.9271990708078474,1.1495587649934604
0.094,0.6729466981809056,0.9844242897958395
0.095,0.3522893499324656,0.6795158413294325
0.096,0.1440146396862102,0.4356030562924391
0.097,-0.2468220743571901,0.04314084991297232
0.098,-0.2516837375418281,-0.11025491101159923
0.099,-0.1453811322191934,-0.01559314710874915
0.1,0.0281900426639311,-0.05930345206286476
0.101,0.3652011842434967,0.27668167370889685
0.102,0.6572349373449461,0.3470543099201936
0.103,0.149188762541688,-0.13102921870993883
0.104,0.0793438593925714,-0.3611086550520445
0.105,-0.3944404002004927,-0.768348166497043
0.106,-0.8867998000644057,-1.311396819930904
0.107,-0.9513560742542472,-1.2902487077456062
0.108,-1.149968013150863,-1.4126132211742584
0.109,-1.3537097167489829,-1.5498085741421603
0.11,-1.0310475576283045,-1.040574007360321
0.111,-0.7499063171535261,-0.7587096566092832
0.112,-0.5621099183922948,-0.3178162408963534
0.113,-0.0139980095902823,0.1290789024353164
0.114,0.0071172607741143,0.41303982765827396
0.115,0.3777359362536349,0.572320002587128
0.116,0.049914724773395,0.46468315031461327
0.117,0.3309226068516993,0.45202218537908556
0.118,-0.0255831681981463,0.2403504692403452
0.119,0.5082906640177329,0.4564770784467566
0.12,0.4462808098007873,0.4594504405510168
0.121,0.8925923920256404,0.6350139596547091
0.122,1.3782525879176988,1.1276952955867812
0.123,1.7369302849358703,1.323189931791985
0.124,1.8753295761689863,1.4473114533189868
0.125,1.4846986135564926,1.0308076218510052
0.126,1.6217090565096224,1.166987758644925
0.127,1.3630522686744893,1.0084426034925522
0.128,0.4538175754900554,0.13095226423508866
0.129,-0.1325096947423354,-0.27890798539676065
0.13,-0.7742340035387137,-0.8574840034315007
0.131,-1.1917002874978249,-1.0958766413452996
0.132,-1.045889269083947,-0.8708582276794977
0.133,-1.1115176707960144,-0.8306667516916982
0.134,-1.4425895700207532,-1.0839315662117053
0.135,-1.4524477538167029,-1.11580754024169
0.136,-0.9841127018153092,-0.5800588306168615
0.137,-0.9571564610835788,-0.718031638876334
0.138,-1.1662797724014349,-0.8662886040015985
0.139,-0.7752337706360388,-0.7520158845098668
0.14,-0.8884945111759368,-0.7979868706030189
0.141,-0.686370507779146,-0.9158408308250793
0.142,-0.8941905892666715,-1.0363594252456703
0.143,0.0885192934326215,-0.3327226394584872
0.144,0.7810858058736866,0.4725982158227203
0.145,1.4120385147500405,0.9365225772342485
0.146,1.4251016473889833,1.0803370941705666
0.147,1.645991595475817,1.2790942886549364
0.148,1.736825651985343,1.499436325128852
0.149,1.5022441209287702,1.3698727711649792
0.15,0.8880779099888418,0.8606500224129312
0.151,0.5073571049047825,0.649290030551114
0.152,0.0561647009534851,0.2617130360464832
0.153,-0.4022618167820446,-0.04896906269096803
0.154,0.1164801515585771,0.49063688814053064
0.155,-0.1125116689802859,0.310003091254944
0.156,0.1238026132910229,0.5402375517277264
0.157,0.1391850011694737,0.46437566414448417
0.158,-0.0503868237204106,0.26836893270064854
0.159,0.1812247576864015,0.2822971396818674
0.16,-0.4278036094328807,-0.307044561604302
0.161,-0.4853551905139047,-0.6469239588186879
0.162,-1.082085099585107,-1.1815871809188734
0.163,-0.951212577228378,-1.3114874071705849
0.164,-1.2063556393813075,-1.4614830449784322
0.165,-0.6871868206935947,-1.1046559474924995
0.166,-0.6640215255596834,-0.9476845547798874
0.167,-0.5331508729347659,-0.8428012486551781
0.168,-0.0256703105006002,-0.19752690403900858
0.169,-0.1433306909579479,-0.21958224622992017
0.17,-0.0668997919757495,-0.028586456401563987
0.171,-0.1484078692661062,0.04672241702491279
0.172,-0.1865096395389146,0.07905926237498365
0.173,-0.3488201264976394,0.052438369686635816
0.174,-0.4876975186017873,-0.06615558896793847
0.175,-0.2035367008124151,0.25815219428881364
0.176,0.0011888612733194,0.44738694776217375
0.177,0.1800285286809859,0.5291776806389955
0.178,0.6455237237272715,0.9774768302871849
0.179,1.1370759912643988,1.2375581631660515
0.18,1.2908464730219085,1.4173070666311087
0.181,1.6258907773605888,1.4296716220240244
0.182,0.9759957073249176,0.8893498371866699
0.183,1.115736871021864,0.6817276998085287
0.184,0.4054062992705513,0.1839945513163958
0.185,0.2087148602939383,-0.3177490154220842
0.186,-0.0230941099344821,-0.24703911327560826
0.187,-0.2294845929314286,-0.6684733905805357
0.188,-0.6083766155650656,-0.7026847139326841
0.189,-0.2021687579606459,-0.40331297884832823
0.19,-0.5431251902373264,-0.43027008934146477
0.191,-0.3950719379708932,-0.29098924538266524
0.192,-0.7549547090638397,-0.4452647126968536
0.193,-0.9094407272283492,-0.5392990291230135
0.194,-1.1481369314987944,-0.7383514870863395
0.195,-1.5128388637588437,-1.0071616660924185
0.196,-1.5283877386393816,-1.1656755704668709
0.197,-1.5916051290081998,-1.1232652077651404
0.198,-1.1332402301970197,-0.958450676828305
0.199,-1.1640326396704954,-0.8832591435170066
0.2,-0.0198856228195081,-0.11196557256517481
0.201,0.3203921415474908,0.3424735446696406
0.202,1.2054551183769415,0.862245638906614
0.203,1.5270576817491943,1.3245518174622763
0.204,1.5548756089029785,1.0680218983226835
0.205,1.1348036260563337,0.8321248494957102
0.206,1.192735109215791,0.7234977317929688
0.207,1.0082886931743746,0.7700375532347853
0.208,0.8526202796850634,0.5576628283063517
0.209,0.6923029097976521,0.6582235503149756
0.21,0.7678048662115439,0.7422634196749371
0.211,0.4662699616714569,0.6963651219605035
0.212,0.6624524695921493,0.9053682414979954
0.213,0.2564022503100278,0.707300297214277
0.214,-0.0028070037427821,0.4123345333803653
0.215,-0.1799344835662709,0.36136607983994345
0.216,-0.7527542796125827,-0.32070895228412033
0.217,-1.580097002455515,-1.1160129710931477
0.218,-1.404753329378874,-1.1119249699743443
0.219,-1.6866720042273728,-1.4404335736488556
0.22,-1.6712805806198006,-1.6158651584780495
0.221,-1.0709393556245106,-1.1018158339251267
0.222,-0.5440846308705413,-0.729378231132948
0.223,-0.2723749722666496,-0.5351110404810193
0.224,0.0071693498199998,-0.326366136348724
0.225,0.0914155438385333,-0.2708661926125002
0.226,0.1561701543869751,-0.17353119168928038
0.227,0.3584141464453498,0.064516660391752
0.228,-0.0061559076715145,-0.17942851244937838
0.229,-0.1946242150787258,-0.28176134683725956
0.23,-0.1701594387436439,-0.09325076241312696
0.231,-0.320880381791073,-0.146213322070206
0.232,-0.2748904471141281,0.05039532133259831
0.233,0.2472485312149507,0.634077979897871
0.234,0.8535511368635279,1.3301161926129097
0.235,1.09936693342298,1.5631721018052167
0.236,0.692815525004922,1.1654964398501684
0.237,0.7990145827694705,1.1707500460992748
0.238,0.6629775227950392,0.9778464095138469
0.239,0.0422300468726637,0.1834931119274276
0.24,0.1820974440506312,0.24556459556502397
0.241,0.4078286007002751,0.2643949141416435
0.242,0.0276779469501112,-0.15726916716876307
0.243,0.1745861393866197,-0.20150568318053627
0.244,0.1351895856402915,-0.19931413592119335
0.245,0.3401861466272017,-0.12883419892152073
0.246,0.1683495615692511,-0.15872752211292973
0.247,0.2510518948821152,-0.1355941284232257
0.248,-0.0077204524021166,-0.17291176485126958
0.249,-0.7066235930767467,-0.8659350590204761
0.25,-1.1744343282665786,-1.0864233494958335
0.251,-1.17599055041295,-1.0480355697808257
0.252,-1.7327133914939343,-1.399978386015181
0.253,-1.7552894180594298,-1.3876044113228596
0.254,-1.6381911175748465,-1.1665494405804822
0.255,-0.9485836854517397,-0.4780741666561845
0.256,-0.77064731184686,-0.32260156261378337
0.257,-0.3470449351421297,0.05222906039801771
0.258,0.4694927066850414,0.7372623029766594
0.259,0.4692564753614853,0.652900123459157
0.26,0.9703553153894626,0.9663637107379718
0.261,0.9689896342726884,0.8788200698370878
0.262,1.2115861083401995,0.9429449972755027
0.263,1.1126869095329104,0.8010255454823555
0.264,1.2267920425534662,0.7948461411519856
0.265,1.2102452090558895,0.8216819664270963
0.266,0.8938530317174869,0.4548727351081324
0.267,1.1920532174950582,0.9085133522364778
0.268,0.9448328089810714,0.6512347058234791
0.269,0.8374492637019353,0.8073064093711654
0.27,0.9057835215002932,0.8497870436719994
0.271,0.092789949904732,0.3717911190826533
0.272,-0.3106548375163852,-0.13082079881148712
0.273,-1.3832699671109658,-0.8558118294404675
0.274,-1.2146784564404975,-0.8939210922659121
0.275,-1.997200719602846,-1.3771676124337053
0.276,-1.635019216326492,-1.3252327429240358
0.277,-1.5988697203740054,-1.0792733963987042
0.278,-1.093722703805085,-0.9451317597025649
0.279,-0.9707151258138133,-0.7102425375275181
0.28,-0.6996115859219569,-0.8015380855297004
0.281,0.0205424283077098,-0.0455033540769715
0.282,0.3321227342758917,-0.012084798327856448
0.283,-0.0437759271524801,-0.3905918269526336
0.284,0.0029514342693092,-0.4789398277669744
0.285,-0.0958576439550422,-0.5846364597603084
0.286,0.2271208455370572,-0.2317266173611025
0.287,0.0747398153329102,-0.3767412203201257
0.288,0.4471382353914849,0.1646831948037208
0.289,0.7479463245904852,0.48821467211736236
0.29,0.9138705885186532,0.8920172146312756
0.291,1.5860587235015984,1.592769330640752
0.292,0.9771629554749536,1.196323388609202
0.293,1.3291727271353668,1.5716513805783348
0.294,0.9255092390540908,1.268854832986991
0.295,0.5006598327430196,0.8557134191863749
0.296,0.4627861166193098,0.761518447977029
0.297,-0.1079212191088311,0.19153142489982958
0.298,-0.4211473697952584,-0.3219259767037368
0.299,-0.5917385488220839,-0.4959420567633764
0.3,0.3208288144967134,0.14015271681568048
0.301,0.4177097485881436,0.24012362122333894
0.302,0.4375355410712473,0.003430117643177591
0.303,-0.0011579047257497,-0.4150780790707752
0.304,0.2981537931033668,-0.26510716989245653
0.305,-0.1333781802711541,-0.6533685811314361
0.306,-0.7727237545510361,-1.2894193641593221
0.307,-0.715202594969959,-1.1678240582931954
0.308,-1.1486702949871546,-1.4571039722451997
0.309,-0.9573610708762476,-1.1934713433754318
0.31,-0.9613931342654634,-0.9734477221034241
0.311,-0.7164805606450891,-0.6695393259165292
0.312,-0.5380938820952922,-0.2709609461137585
0.313,-0.1733028644297955,0.11431850695670837
0.314,0.0359054271970071,0.4671180294264215
0.315,0.099019764630389,0.4921636006977637
0.316,0.1154699740418569,0.5413932668536217
0.317,0.1698719638658242,0.49278287510266433
0.318,0.1933412979539207,0.4541559212419192
0.319,0.3329746493116762,0.43739534328614726
0.32,0.4600198703088844,0.4659250631176705
0.321,0.6403236223608519,0.463327849510686
0.322,0.9767344640824224,0.7421363707426663
0.323,1.3151122101646096,0.9043804915605554
0.324,1.6623212504779497,1.3003847417701782
0.325,1.9960597658234371,1.4928409458858858
0.326,1.2885005350897047,0.9676266877033988
0.327,1.0705376470412713,0.6564612754156847
0.328,0.2780145370521107,0.1561258800337842
0.329,-0.3224219932284139,-0.4942894395887119
0.33,-1.140447094929929,-0.9786081210538797
0.331,-1.2442978742627726,-1.1068596295979642
0.332,-1.3033217910281831,-0.8816407739722535
0.333,-1.2705525972522558,-0.8664053234178284
0.334,-1.3801905345903185,-0.8253333639230851
0.335,-1.232102870150312,-0.69542253817623
0.336,-1.233260989191707,-0.729451908709444
0.337,-1.1909256815153446,-0.6957372970935867
0.338,-1.056315335940372,-0.776917626900287
0.339,-0.94025976679622,-0.6352289707372248
0.34,-0.5978808559780089,-0.6391836021531853
0.341,-0.8942271569361633,-0.8487501624488727
0.342,-0.2099255974052048,-0.552482614304421
0.343,0.2659174787027548,0.08428350244887853
0.344,0.8968665859893883,0.38402749126457075
0.345,1.0075791794036886,0.7168318417165546
0.346,1.6793082711250256,1.1922260974327754
0.347,1.1246917698770358,0.8798763676945286
0.348,1.3264149074302924,1.0537745756276151
0.349,1.1417792324126617,1.0734334202765503
0.35,0.7389579663019803,0.7911418932675961
0.351,0.443430342167758,0.6069578899372355
0.352,0.088909584566986,0.45603566507818377
0.353,0.1578718164016767,0.5128037385257584
0.354,-0.2081304939770645,0.3472444040602114
0.355,0.1313844649316157,0.5582152511801175
0.356,-0.1696421827339281,0.37823656151921564
0.357,-7.488248515911781e-05,0.3477130620318751
0.358,-0.2541616812962866,0.09485717516165551
0.359,0.0533595555372383,0.19977320856508138
0.36,0.2120991736852407,0.24613050579846113
0.361,-0.8178492540388446,-0.9168260914323515
0.362,-0.882690174654594,-1.163174408556293
0.363,-1.0663449021322249,-1.3567836498809203
0.364,-1.1816806083522526,-1.6628559090280601
0.365,-0.986603915381567,-1.33499918308436
0.366,-0.4814792492566143,-0.9809105563098981
0.367,-0.651257182433555,-0.8947582108784239
0.368,-0.2894714893955197,-0.6252333727205743
0.369,0.1570077181316224,0.14714500576815914
0.37,0.2405282665139877,0.18203458025166191
0.371,-0.51413549210576,-0.2473346033766357
0.372,-0.0869627789705108,0.135672746153794
0.373,-0.3196395439593777,0.1618876629802575
0.374,-0.6238052174235154,-0.22564097015308798
0.375,-0.3605244402896442,0.19049831374925558
0.376,0.2316483056539663,0.6324959237541026
0.377,0.3926854848379959,0.8390492289345798
0.378,0.8927827298935502,1.124353050550601
0.379,1.111045272936198,1.3158293805909953
0.38,1.4521889575737366,1.4109437155170048
0.381,1.6765123284827776,1.5921434622034518
0.382,1.5388828659120442,1.2308211329813272
0.383,0.964197358563806,0.6505780048981918
0.384,0.7508547857981804,0.29038314443144786
0.385,0.0747611685953216,-0.3237713646533662
0.386,-0.0526622424132983,-0.4855976401650178
0.387,-0.2411583670104199,-0.5508545172323099
0.388,-0.4779467670114749,-0.7057161421453911
0.389,-0.309074848504477,-0.39290674095104416
0.39,-0.6139183231549721,-0.5284697336721527
0.391,-0.896211337666296,-0.70624233625035
0.392,-0.8522473219385606,-0.456751875873742
0.393,-1.270965045066247,-0.8667743347550283
0.394,-1.6136202628351106,-1.0228743849761106
0.395,-1.4549273265888183,-0.9805785571377601
0.396,-1.6237566649450272,-1.0227295606522373
0.397,-1.2707230941537104,-0.8991960446659303
0.398,-1.3522898929203078,-0.9275624945941936
0.399,-0.7566342435788456,-0.6234196537160729
0.4,-0.4220153669440417,-0.291802749806524
0.401,0.6511142201251665,0.4996602084644721
0.402,0.975388020626885,0.806022876059687
0.403,1.240361650335502,0.8646226280738663
0.404,1.5230797797780675,1.1637999147469784
0.405,1.6703964996692915,1.2144788854018593
